"Market","date_char","Outcome","Back","Lay","Matched"
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","Alistair Darling",3.85,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","Boris Johnson",7.2,200,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","Caroline Spelman",26,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","Nick Clegg",50,200,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","George Osborne",17.5,300,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","James Purnell",42,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","Andy Burnham",15,21,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","Jim Murphy",46,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","Justine Greening",6.4,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","David Miliband",40,500,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","Ed Balls",85,750,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","Michael Gove",30,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","Ed Miliband",2.24,2.46,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","Theresa May",13,21,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","Rachel Reeves",50,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","Nigel Farage",34,40,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","Philip Hammond",21,950,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","Jeremy Hunt",65,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","Sajid Javid",36,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","Tim Farron",4.3,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","Yvette Cooper",17,250,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","Liam Fox",46,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 14:46:09","William Hague",50,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Harriet Harman",50,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Boris Johnson",7.2,200,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Chris Huhne",4.2,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Chuka Umunna",22,32,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Nick Clegg",50,200,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","David Davis",3.6,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Alistair Darling",3.85,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Caroline Spelman",26,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","George Osborne",17.5,300,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","James Purnell",42,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Andy Burnham",15,21,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Jim Murphy",46,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Justine Greening",6.4,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Ed Balls",85,750,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Michael Gove",30,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Ed Miliband",2.2,2.5,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Theresa May",13,21,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Philip Hammond",21,950,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Rachel Reeves",50,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Nigel Farage",34,40,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","David Miliband",40,500,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Jeremy Hunt",65,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Sajid Javid",36,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Tim Farron",4.3,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Yvette Cooper",17,250,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","William Hague",50,NA,NA
"Next Prime Minister - Next Prime Minister","27/11/2014 23:37:21","Liam Fox",46,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Harriet Harman",55,100,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Chris Huhne",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Nick Clegg",3.85,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","David Davis",46,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","George Osborne",15,36,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Alistair Darling",50,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Boris Johnson",10.5,20,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Caroline Spelman",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Michael Gove",24,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Chuka Umunna",26,100,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","David Miliband",42,65,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Theresa May",15.5,800,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","James Purnell",36,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Andy Burnham",50,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Jim Murphy",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Justine Greening",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Liam Fox",55,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Ed Balls",30,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Ed Miliband",2.08,2.3,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Nigel Farage",55,1000,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Philip Hammond",24,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Jeremy Hunt",3.5,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Sajid Javid",1.02,50,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Tim Farron",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","Yvette Cooper",13.5,34,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 08:28:05","William Hague",26,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Chris Huhne",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Nick Clegg",3.85,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","George Osborne",15,36,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Harriet Harman",55,100,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Alistair Darling",50,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Boris Johnson",10.5,20,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Justine Greening",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Caroline Spelman",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Liam Fox",55,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Michael Gove",24,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Chuka Umunna",26,100,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","David Davis",46,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","David Miliband",42,65,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Ed Miliband",2.14,2.24,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Sajid Javid",1.01,50,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Theresa May",15.5,800,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","James Purnell",36,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Andy Burnham",50,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Jim Murphy",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Ed Balls",30,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Nigel Farage",55,1000,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Jeremy Hunt",3.5,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Tim Farron",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Philip Hammond",24,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","William Hague",27,NA,NA
"Next Prime Minister - Next Prime Minister","28/06/2014 15:28:49","Yvette Cooper",13.5,34,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Chris Huhne",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Nick Clegg",50,200,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","David Davis",1.04,NA,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","George Osborne",11.5,40,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Harriet Harman",50,NA,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Alistair Darling",3.7,NA,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Boris Johnson",7,7.6,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Caroline Spelman",21,NA,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Liam Fox",3.5,NA,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Michael Gove",30,NA,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Chuka Umunna",50,1000,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","David Miliband",44,95,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Ed Balls",60,600,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Ed Miliband",1.95,2,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Sajid Javid",34,NA,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Theresa May",15.5,800,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","James Purnell",3.7,NA,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Andy Burnham",40,500,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Jim Murphy",46,NA,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Justine Greening",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Yvette Cooper",3.5,900,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Tim Farron",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Nigel Farage",22,100,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Philip Hammond",21,NA,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","William Hague",40,NA,NA
"Next Prime Minister - Next Prime Minister","28/09/2014 23:42:24","Jeremy Hunt",65,NA,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Chris Huhne",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","David Davis",3.55,NA,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","David Miliband",46,95,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Ed Balls",3.65,750,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","George Osborne",15,40,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Harriet Harman",50,NA,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Alistair Darling",3.7,NA,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Jim Murphy",46,NA,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Boris Johnson",5.7,7.8,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Caroline Spelman",26,NA,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Liam Fox",44,NA,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Michael Gove",30,NA,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Chuka Umunna",32,65,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Nick Clegg",50,200,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Ed Miliband",1.95,2,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Sajid Javid",34,NA,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Theresa May",13.5,27,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","James Purnell",3.7,NA,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Andy Burnham",40,500,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Justine Greening",6,NA,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Yvette Cooper",25,95,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Tim Farron",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Philip Hammond",27,NA,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","William Hague",50,NA,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Jeremy Hunt",65,NA,NA
"Next Prime Minister - Next Prime Minister","28/10/2014 10:15:52","Nigel Farage",40,65,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","David Davis",3.7,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","David Miliband",40,500,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Ed Balls",100,750,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","George Osborne",17.5,300,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Harriet Harman",50,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Alistair Darling",3.85,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Andy Burnham",15,21,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Boris Johnson",7.2,200,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Liam Fox",46,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Chris Huhne",4.2,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Chuka Umunna",22,32,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Nick Clegg",50,200,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Ed Miliband",2.2,2.44,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Sajid Javid",36,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Theresa May",13,21,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","James Purnell",42,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Jim Murphy",46,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Justine Greening",6.4,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Caroline Spelman",26,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Michael Gove",30,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Nigel Farage",30,42,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Rachel Reeves",50,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Yvette Cooper",17,250,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Tim Farron",4.3,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Philip Hammond",21,950,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","William Hague",50,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 12:29:55","Jeremy Hunt",65,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","David Davis",3.7,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Chuka Umunna",22,32,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","David Miliband",40,500,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Ed Balls",100,750,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","George Osborne",17.5,300,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Harriet Harman",50,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Alistair Darling",3.85,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Andy Burnham",15,21,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Boris Johnson",7.2,200,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Liam Fox",46,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Chris Huhne",4.2,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Ed Miliband",2.2,2.44,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Sajid Javid",36,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Theresa May",13,21,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","James Purnell",42,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Jim Murphy",46,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Justine Greening",6.4,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Caroline Spelman",26,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Michael Gove",30,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Nick Clegg",50,200,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Nigel Farage",30,42,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Tim Farron",4.3,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Yvette Cooper",17,250,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Philip Hammond",21,950,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","William Hague",50,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Rachel Reeves",50,NA,NA
"Next Prime Minister - Next Prime Minister","28/11/2014 15:25:54","Jeremy Hunt",65,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Chuka Umunna",26,100,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","David Davis",46,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","David Miliband",42,65,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Ed Balls",30,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","George Osborne",15,36,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Harriet Harman",55,100,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Alistair Darling",50,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Andy Burnham",50,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Boris Johnson",10.5,20,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Liam Fox",55,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Chris Huhne",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Nick Clegg",3.85,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Ed Miliband",2.14,2.24,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Sajid Javid",1.01,50,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Jim Murphy",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Theresa May",15.5,800,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","James Purnell",36,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Justine Greening",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Caroline Spelman",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Philip Hammond",24,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Michael Gove",24,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Nigel Farage",55,1000,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Tim Farron",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Yvette Cooper",13.5,34,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","William Hague",27,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 09:14:02","Jeremy Hunt",3.5,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Chuka Umunna",26,100,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","David Davis",46,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","David Miliband",42,65,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Ed Balls",30,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","George Osborne",15,36,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Harriet Harman",55,100,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Alistair Darling",50,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Andy Burnham",50,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Boris Johnson",10.5,20,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Liam Fox",55,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Chris Huhne",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Nick Clegg",3.85,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Nigel Farage",55,1000,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Philip Hammond",24,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Ed Miliband",2.14,2.24,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Sajid Javid",1.01,50,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Jim Murphy",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Theresa May",15.5,800,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","James Purnell",36,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Justine Greening",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Caroline Spelman",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Michael Gove",24,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Yvette Cooper",13.5,34,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Tim Farron",4.1,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","Jeremy Hunt",3.5,NA,NA
"Next Prime Minister - Next Prime Minister","29/06/2014 20:47:47","William Hague",27,NA,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Chuka Umunna",50,1000,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Nick Clegg",50,200,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","David Davis",1.04,NA,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","David Miliband",44,95,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Ed Balls",60,600,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","George Osborne",11.5,40,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Harriet Harman",50,NA,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Alistair Darling",3.7,NA,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Andy Burnham",40,500,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Boris Johnson",7,7.6,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Caroline Spelman",21,NA,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Nigel Farage",22,100,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Philip Hammond",21,NA,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Ed Miliband",1.95,2,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Sajid Javid",34,NA,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Theresa May",15.5,800,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","James Purnell",3.7,NA,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Jeremy Hunt",65,NA,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Jim Murphy",46,NA,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Liam Fox",3.5,NA,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Chris Huhne",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Michael Gove",30,NA,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Yvette Cooper",3.5,900,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Tim Farron",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","Justine Greening",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","29/09/2014 11:41:58","William Hague",40,NA,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Caroline Spelman",26,NA,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Chuka Umunna",32,65,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Nick Clegg",50,200,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","David Davis",3.55,NA,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","David Miliband",46,95,NA
